FECHA UTC,HORA UTC,LATITUD º,LONGITUD º,PROFUNDIDAD (km),MAGNITUD,EPICENTRO,RMS,GAP,ERROR-LAT,ERROR-LON,ERROR-Z,CATALOGO,AUTOR,ID,TIPO_MAG,MODELO
2014-12-20,06:51:55,7.104,-74.106,4.3,1.4,NA,0.5,118.0,2.6,2.0,6.5,Tecto,Tecto,20-0651-54L.S201412,MLr_vmm,VMM
2014-12-25,10:09:12,7.263,-73.992,16.5,0.2,NA,0.3,212.0,2.6,4.7,5.3,Tecto,Tecto,25-1009-11L.S201412,MLr_vmm,VMM
2014-12-27,23:09:39,7.1,-74.106,1.0,1.3,NA,0.3,95.0,2.0,1.5,5.0,Tecto,Tecto,27-2309-39L.S201412,MLr_vmm,VMM
2014-12-28,06:25:36,7.37,-74.042,8.8,0.3,NA,0.2,150.0,1.8,1.9,3.8,Tecto,Tecto,28-0625-35L.S201412,MLr_vmm,VMM
2014-12-29,15:30:29,7.425,-73.761,15.3,0.9,NA,0.4,157.0,2.5,3.9,7.2,Tecto,Tecto,29-1530-28L.S201412,MLr_vmm,VMM
2015-01-07,02:19:51,7.098,-74.09,1.2,0.8,NA,0.2,96.0,1.4,1.2,4.1,Tecto,Tecto,07-0219-50L.S201501,MLr_vmm,VMM
2015-01-22,07:23:44,7.186,-74.012,17.4,0.8,NA,0.6,83.0,3.3,3.2,7.9,Tecto,Tecto,22-0723-43L.S201501,MLr_vmm,VMM
2015-02-05,14:39:31,7.211,-73.861,15.5,0.5,NA,0.0,210.0,1.4,4.5,4.2,Tecto,Tecto,05-1439-31L.S201502,MLr_vmm,VMM
2015-03-03,15:45:32,7.378,-74.055,17.4,2.0,NA,0.3,81.0,1.4,1.7,3.0,Tecto,Tecto,03-1545-31L.S201503,MLr_vmm,VMM
2015-03-08,10:56:11,7.096,-74.082,2.0,0.5,NA,0.1,150.0,1.2,1.3,6.0,Tecto,Tecto,08-1056-11L.S201503,MLr_vmm,VMM
2015-03-09,02:38:44,6.97,-73.84,0.0,1.8,NA,0.4,163.0,2.8,2.5,6.8,Tecto,Tecto,09-0238-43L.S201503,MLr_vmm,VMM
2015-03-19,07:58:55,7.292,-74.049,6.3,0.7,NA,0.3,90.0,1.5,1.8,5.2,Tecto,Tecto,19-0758-55L.S201503,MLr_vmm,VMM
2015-03-19,23:49:40,7.529,-73.84,19.0,0.8,NA,0.5,85.0,2.3,3.3,4.5,Tecto,Tecto,19-2349-40L.S201503,MLr_vmm,VMM
2015-03-27,03:39:48,7.322,-73.842,16.9,0.3,NA,0.1,157.0,1.4,2.0,2.7,Tecto,Tecto,27-0339-47L.S201503,MLr_vmm,VMM
2015-04-08,18:30:41,7.021,-73.941,14.0,1.2,NA,0.5,281.0,8.9,6.9,9.3,Tecto,Tecto,08-1830-41L.S201504,MLr_vmm,VMM
2015-04-19,10:44:59,7.105,-74.074,2.0,0.4,NA,0.2,207.0,2.5,1.5,5.9,Tecto,Tecto,19-1044-58L.S201504,MLr_vmm,VMM
2015-04-28,21:20:49,7.217,-73.878,0.8,0.9,NA,0.2,162.0,1.8,1.7,5.3,Tecto,Tecto,28-2120-49L.S201504,MLr_vmm,VMM
2015-05-20,05:35:02,7.335,-73.925,9.6,0.9,NA,0.2,143.0,1.6,1.5,3.3,Tecto,Tecto,20-0535-02L.S201505,MLr_vmm,VMM
2015-05-20,09:25:16,7.035,-74.01,0.0,1.1,NA,0.3,222.0,3.7,1.9,6.3,Tecto,Tecto,20-0925-15L.S201505,MLr_vmm,VMM
2015-05-22,18:23:57,7.008,-74.096,0.0,0.7,NA,0.2,284.0,9.2,4.7,9.5,Tecto,Tecto,22-1823-56L.S201505,MLr_vmm,VMM
2015-05-28,10:06:06,7.198,-73.984,16.0,2.7,NA,0.7,180.0,5.1,4.0,8.4,Tecto,Tecto,28-1006-05L.S201505,MLr_vmm,VMM
2015-06-04,06:03:00,7.419,-74.117,6.7,1.5,NA,0.3,148.0,1.7,1.7,3.9,Tecto,Tecto,04-0603-00L.S201506,MLr_vmm,VMM
2015-06-14,01:29:22,7.009,-73.868,0.0,0.8,NA,0.3,238.0,6.4,2.5,8.2,Tecto,Tecto,14-0129-22L.S201506,MLr_vmm,VMM
2015-06-18,06:17:18,7.193,-74.104,7.0,1.0,NA,0.2,189.0,1.8,1.5,3.8,Tecto,Tecto,18-0617-18L.S201506,MLr_vmm,VMM
2015-06-25,07:37:43,7.288,-73.662,3.1,1.3,NA,0.3,176.0,1.8,2.3,6.8,Tecto,Tecto,25-0737-42L.S201506,MLr_vmm,VMM
2015-06-26,10:50:56,7.32,-73.985,23.0,1.7,NA,0.4,153.0,2.7,2.8,9.3,Tecto,Tecto,26-1050-55L.S201506,MLr_vmm,VMM
2015-08-12,00:52:33,7.256,-73.939,19.9,0.8,NA,0.4,200.0,3.9,6.4,5.0,Tecto,Tecto,12-0052-32L.S201508,MLr_vmm,VMM
2015-08-16,12:42:33,7.284,-73.941,0.0,1.8,NA,0.5,137.0,2.0,2.7,6.1,Tecto,Tecto,16-1242-32L.S201508,MLr_vmm,VMM
2015-08-16,13:33:18,7.288,-74.145,11.8,0.9,NA,0.2,239.0,2.4,4.4,7.2,Tecto,Tecto,16-1333-17L.S201508,MLr_vmm,VMM
2015-08-16,23:23:45,7.192,-74.159,3.8,1.0,NA,0.3,190.0,3.2,2.7,7.3,Tecto,Tecto,16-2323-45L.S201508,MLr_vmm,VMM
2015-08-21,06:46:00,7.347,-74.025,16.8,1.4,NA,0.4,137.0,2.2,2.3,4.7,Tecto,Tecto,21-0645-59L.S201508,MLr_vmm,VMM
2015-08-25,01:39:49,7.109,-74.097,4.4,0.5,NA,0.3,248.0,3.2,3.8,8.1,Tecto,Tecto,25-0139-49L.S201508,MLr_vmm,VMM
2015-08-25,19:05:27,7.357,-73.914,23.2,0.7,NA,0.2,192.0,3.9,5.1,7.7,Tecto,Tecto,25-1905-27L.S201508,MLr_vmm,VMM
2015-08-26,20:35:51,7.114,-74.101,3.5,0.7,NA,0.1,271.0,2.4,2.3,4.9,Tecto,Tecto,26-2035-50L.S201508,MLr_vmm,VMM
2015-08-27,18:00:54,7.382,-74.129,5.1,0.6,NA,0.3,253.0,7.2,5.6,6.8,Tecto,Tecto,27-1800-54L.S201508,MLr_vmm,VMM
2015-08-28,16:52:21,7.107,-74.01,10.0,1.7,NA,0.3,92.0,1.8,1.5,4.8,Tecto,Tecto,28-1652-20L.S201508,MLr_vmm,VMM
2015-09-11,09:22:05,7.337,-74.031,8.0,0.3,NA,0.1,260.0,3.8,2.8,3.0,Tecto,Tecto,11-0922-05L.S201509,MLr_vmm,VMM
2015-09-21,07:24:43,7.1,-74.089,0.8,0.6,NA,0.2,248.0,3.5,4.1,6.2,Tecto,Tecto,21-0724-43L.S201509,MLr_vmm,VMM
2015-09-29,00:49:23,7.289,-74.092,19.4,0.8,NA,0.2,233.0,2.9,3.9,7.8,Tecto,Tecto,29-0049-22L.S201509,MLr_vmm,VMM
2015-10-08,16:49:12,7.414,-73.976,0.0,1.0,NA,0.2,136.0,1.7,2.6,5.1,Tecto,Tecto,08-1649-10L.S201510,MLr_vmm,VMM
2015-10-08,18:26:45,7.385,-73.981,2.0,1.5,NA,0.6,141.0,3.0,3.0,8.8,Tecto,Tecto,08-1826-44L.S201510,MLr_vmm,VMM
2015-10-13,06:27:11,7.277,-73.974,16.7,0.6,NA,0.2,233.0,2.7,6.5,4.0,Tecto,Tecto,13-0627-11L.S201510,MLr_vmm,VMM
2015-10-15,13:46:28,7.51,-73.993,2.0,1.0,NA,0.4,109.0,2.2,2.9,8.1,Tecto,Tecto,15-1346-27L.S201510,MLr_vmm,VMM
2015-10-17,01:33:04,7.342,-73.807,16.5,1.1,NA,0.3,120.0,2.3,3.5,3.8,Tecto,Tecto,17-0133-03L.S201510,MLr_vmm,VMM
2015-10-19,03:37:45,7.356,-73.783,14.0,0.8,NA,0.3,105.0,1.6,2.7,5.3,Tecto,Tecto,19-0337-44L.S201510,MLr_vmm,VMM
2015-10-19,07:12:53,7.327,-74.024,7.2,0.4,NA,0.2,156.0,1.5,1.9,4.4,Tecto,Tecto,19-0712-52L.S201510,MLr_vmm,VMM
2015-11-05,11:57:33,7.467,-74.09,9.8,1.4,NA,0.4,138.0,2.5,2.0,4.6,Tecto,Tecto,05-1157-33L.S201511,MLr_vmm,VMM
2015-11-08,11:11:32,7.472,-74.087,18.4,1.9,NA,0.4,119.0,1.9,2.3,3.2,Tecto,Tecto,08-1111-31L.S201511,MLr_vmm,VMM
2015-11-13,10:19:39,7.249,-73.993,16.3,1.9,NA,0.7,135.0,3.1,3.5,6.6,Tecto,Tecto,13-1019-38L.S201511,MLr_vmm,VMM
2015-11-17,04:32:01,7.233,-73.98,18.9,0.8,NA,0.5,135.0,2.9,3.0,4.3,Tecto,Tecto,17-0432-00L.S201511,MLr_vmm,VMM
2015-12-04,15:23:46,7.118,-73.855,0.0,0.7,NA,0.4,128.0,1.8,2.7,7.5,Tecto,Tecto,04-1523-45L.S201512,MLr_vmm,VMM
2016-01-19,20:46:03,7.187,-73.635,16.6,2.1,NA,0.4,52.0,1.3,1.5,2.7,Tecto,Tecto,19-2046-02L.S201601,MLr_vmm,VMM
2016-01-30,02:30:02,7.429,-73.774,18.9,0.7,NA,0.2,248.0,5.4,6.0,8.0,Tecto,Tecto,30-0230-02L.S201601,MLr_vmm,VMM
2016-02-08,16:06:28,7.092,-74.002,18.0,1.6,NA,0.5,81.0,2.8,2.6,6.0,Tecto,Tecto,08-1606-27L.S201602,MLr_vmm,VMM
2016-02-09,06:40:14,7.174,-74.084,4.6,1.7,NA,0.4,82.0,1.6,1.8,5.5,Tecto,Tecto,09-0640-13L.S201602,MLr_vmm,VMM
2016-03-17,12:04:00,7.248,-74.14,6.5,2.4,NA,0.4,80.0,1.5,1.7,4.6,Tecto,Tecto,17-1203-60L.S201603,MLr_vmm,VMM
2016-04-02,07:22:23,7.466,-74.103,12.6,2.1,NA,0.6,97.0,2.8,2.8,6.6,Tecto,Tecto,02-0722-22L.S201604,MLr_vmm,VMM
2016-05-05,00:24:16,7.391,-73.704,0.1,1.1,NA,0.6,82.0,2.2,2.2,7.4,Tecto,Tecto,05-0024-16L.S201605,MLr_vmm,VMM
2016-05-05,08:30:53,7.297,-74.022,16.6,0.3,NA,0.2,146.0,3.2,3.6,9.4,Tecto,Tecto,05-0830-52L.S201605,MLr_vmm,VMM
2016-05-11,09:00:48,7.432,-73.898,17.0,0.8,NA,0.4,79.0,2.3,2.3,7.0,Tecto,Tecto,11-0900-48L.S201605,MLr_vmm,VMM
2016-05-31,17:23:55,7.345,-74.059,0.0,1.0,NA,0.4,176.0,2.4,2.8,7.9,Tecto,Tecto,31-1723-54L.S201605,MLr_vmm,VMM
2016-08-05,09:33:52,7.46,-73.76,18.2,1.5,NA,0.4,70.0,1.8,1.8,3.5,Tecto,Tecto,05-0933-51L.S201608,MLr_vmm,VMM
2016-08-23,13:29:04,7.484,-73.882,19.1,2.0,NA,0.6,63.0,2.4,2.5,3.6,Tecto,Tecto,23-1329-03L.S201608,MLr_vmm,VMM
2016-09-07,07:55:12,7.212,-74.141,0.0,1.2,NA,0.4,86.0,1.8,1.9,5.4,Tecto,Tecto,07-0755-12L.S201609,MLr_vmm,VMM
2016-09-11,11:04:16,7.211,-74.117,0.0,0.7,NA,0.5,84.0,2.2,2.4,8.4,Tecto,Tecto,11-1104-16L.S201609,MLr_vmm,VMM
2016-09-14,03:57:00,7.203,-74.132,0.0,1.8,NA,0.4,86.0,1.9,1.7,5.5,Tecto,Tecto,14-0356-60L.S201609,MLr_vmm,VMM
2016-09-18,09:30:05,7.203,-74.116,0.0,0.7,NA,0.3,104.0,1.6,1.5,5.5,Tecto,Tecto,18-0930-05L.S201609,MLr_vmm,VMM
2016-09-19,20:41:34,7.207,-74.134,0.0,1.6,NA,0.5,86.0,2.0,2.0,6.5,Tecto,Tecto,19-2041-34L.S201609,MLr_vmm,VMM
2016-09-22,03:32:17,7.213,-74.111,0.9,0.5,NA,0.2,102.0,1.2,1.2,4.7,Tecto,Tecto,22-0332-16L.S201609,MLr_vmm,VMM
2016-09-23,21:06:16,7.176,-74.009,10.0,0.8,NA,0.3,140.0,2.1,2.8,6.4,Tecto,Tecto,23-2106-15L.S201609,MLr_vmm,VMM
2016-09-26,23:30:55,7.135,-74.019,15.8,0.8,NA,0.3,77.0,1.5,2.0,6.9,Tecto,Tecto,26-2330-54L.S201609,MLr_vmm,VMM
2016-10-03,13:47:16,7.339,-74.138,14.4,0.9,NA,0.7,178.0,6.0,4.1,9.9,Tecto,Tecto,03-1347-15L.S201610,MLr_vmm,VMM
2016-10-15,09:20:35,7.461,-73.857,16.0,0.5,NA,0.2,106.0,1.3,1.4,2.7,Tecto,Tecto,15-0920-34L.S201610,MLr_vmm,VMM
2016-10-28,06:17:03,7.206,-74.138,0.0,1.4,NA,0.4,164.0,1.7,2.2,5.2,Tecto,Tecto,28-0617-03L.S201610,MLr_vmm,VMM
2016-10-28,06:18:04,7.211,-74.129,0.0,1.8,NA,0.5,163.0,1.9,2.5,4.9,Tecto,Tecto,28-0618-04L.S201610,MLr_vmm,VMM
2016-10-31,03:06:43,7.209,-74.126,0.0,0.5,NA,0.4,165.0,1.9,2.7,7.6,Tecto,Tecto,31-0306-43L.S201610,MLr_vmm,VMM
2016-11-07,06:54:17,7.197,-74.134,0.0,1.0,NA,0.5,86.0,2.5,2.1,7.3,Tecto,Tecto,07-0654-16L.S201611,MLr_vmm,VMM
2016-11-12,07:27:02,7.189,-74.133,0.0,1.6,NA,0.4,90.0,2.0,1.8,5.9,Tecto,Tecto,12-0727-02L.S201611,MLr_vmm,VMM
2016-11-28,07:23:06,7.395,-73.704,0.0,0.4,NA,0.4,110.0,2.2,2.7,7.6,Tecto,Tecto,28-0723-06L.S201611,MLr_vmm,VMM
2016-11-29,00:12:39,7.209,-74.136,0.0,1.3,NA,0.4,86.0,2.0,1.9,6.5,Tecto,Tecto,29-0012-38L.S201611,MLr_vmm,VMM
2016-11-29,03:37:37,7.208,-74.124,0.1,0.9,NA,0.4,85.0,1.5,1.6,5.5,Tecto,Tecto,29-0337-37L.S201611,MLr_vmm,VMM
2016-12-15,03:14:15,7.361,-74.112,18.0,0.4,NA,0.5,171.0,2.9,5.5,6.9,Tecto,Tecto,15-0314-15L.S201612,MLr_vmm,VMM
2016-12-20,22:26:47,7.327,-73.738,20.6,2.3,NA,0.6,56.0,2.2,2.6,6.0,Tecto,Tecto,20-2226-46L.S201612,MLr_vmm,VMM
2016-12-22,08:30:49,7.206,-74.143,3.8,0.8,NA,0.4,87.0,1.9,2.1,5.9,Tecto,Tecto,22-0830-48L.S201612,MLr_vmm,VMM
2016-12-25,16:15:28,7.241,-74.049,14.7,1.3,NA,0.5,77.0,2.1,2.1,5.3,Tecto,Tecto,25-1615-27L.S201612,MLr_vmm,VMM
2016-12-26,05:59:00,7.315,-73.999,18.2,0.5,NA,0.5,86.0,2.8,2.9,5.6,Tecto,Tecto,26-0558-59L.S201612,MLr_vmm,VMM
2017-01-07,09:39:46,7.177,-74.119,9.7,0.9,NA,0.3,108.0,2.8,2.6,6.8,Tecto,Tecto,07-0939-45L.S201701,MLr_vmm,VMM
2017-01-08,21:12:26,7.202,-74.104,2.0,0.7,NA,0.2,104.0,1.2,1.0,2.1,Tecto,Tecto,08-2112-26L.S201701,MLr_vmm,VMM
2017-01-10,01:47:16,7.21,-74.123,0.0,0.5,NA,0.2,102.0,1.3,1.3,5.1,Tecto,Tecto,10-0147-16L.S201701,MLr_vmm,VMM
2017-01-10,10:55:21,7.205,-74.13,0.0,1.7,NA,0.4,80.0,1.7,1.7,5.4,Tecto,Tecto,10-1055-20L.S201701,MLr_vmm,VMM
2017-01-12,10:42:10,7.208,-74.127,0.0,2.5,NA,0.4,79.0,1.4,1.5,4.5,Tecto,Tecto,12-1042-10L.S201701,MLr_vmm,VMM
2017-01-13,07:34:54,7.211,-74.125,0.0,0.7,NA,0.4,85.0,1.9,1.7,6.1,Tecto,Tecto,13-0734-54L.S201701,MLr_vmm,VMM
2017-01-17,02:09:21,7.141,-73.913,8.9,0.9,NA,0.3,69.0,1.6,1.6,3.8,Tecto,Tecto,17-0209-20L.S201701,MLr_vmm,VMM
2017-01-17,02:11:06,7.138,-73.912,9.0,1.2,NA,0.4,69.0,1.6,1.6,3.7,Tecto,Tecto,17-0211-06L.S201701,MLr_vmm,VMM
2017-01-31,08:58:51,7.206,-74.114,0.3,0.6,NA,0.3,103.0,1.6,1.9,6.3,Tecto,Tecto,31-0858-50L.S201701,MLr_vmm,VMM
2017-01-31,11:31:01,7.21,-74.119,0.8,1.1,NA,0.3,84.0,1.6,1.6,5.8,Tecto,Tecto,31-1131-01L.S201701,MLr_vmm,VMM
2017-02-03,23:38:36,7.205,-74.107,0.0,0.6,NA,0.2,187.0,2.3,1.5,6.1,Tecto,Tecto,03-2338-35L.S201702,MLr_vmm,VMM
2017-02-04,06:02:00,7.31,-73.599,22.1,0.6,NA,0.7,108.0,3.3,5.1,8.9,Tecto,Tecto,04-0601-59L.S201702,MLr_vmm,VMM
2017-02-07,08:05:49,7.234,-73.983,0.0,0.0,NA,0.2,99.0,1.1,1.2,4.4,Tecto,Tecto,07-0805-48L.S201702,MLr_vmm,VMM
2017-02-10,21:56:23,7.074,-73.716,12.2,0.8,NA,0.7,151.0,4.5,3.6,6.5,Tecto,Tecto,10-2156-22L.S201702,MLr_vmm,VMM
2017-02-13,15:54:56,7.143,-73.913,2.1,1.1,NA,0.4,95.0,2.3,2.0,6.3,Tecto,Tecto,13-1554-55L.S201702,MLr_vmm,VMM
2017-02-17,07:59:06,7.199,-74.134,0.0,1.5,NA,0.5,86.0,2.1,2.1,6.1,Tecto,Tecto,17-0759-06L.S201702,MLr_vmm,VMM
2017-03-02,13:34:26,7.215,-74.116,0.0,0.9,NA,0.2,111.0,1.1,1.2,4.3,Tecto,Tecto,02-1334-26L.S201703,MLr_vmm,VMM
2017-03-02,18:57:58,7.211,-74.117,0.1,0.9,NA,0.3,185.0,1.7,2.5,5.4,Tecto,Tecto,02-1857-57L.S201703,MLr_vmm,VMM
2017-03-05,00:14:25,7.16,-74.124,0.6,0.8,NA,0.2,111.0,1.2,0.9,3.9,Tecto,Tecto,05-0014-25L.S201703,MLr_vmm,VMM
2017-03-05,08:03:58,7.22,-74.118,1.4,0.4,NA,0.2,185.0,2.3,1.6,5.8,Tecto,Tecto,05-0803-58L.S201703,MLr_vmm,VMM
2017-03-15,04:46:09,7.206,-74.108,0.1,0.5,NA,0.3,161.0,1.5,2.2,6.0,Tecto,Tecto,15-0446-08L.S201703,MLr_vmm,VMM
2017-04-02,22:55:12,7.141,-73.64,20.6,1.1,NA,0.4,231.0,4.1,9.0,6.4,Tecto,Tecto,02-2255-11L.S201704,MLr_vmm,VMM
2017-04-21,12:56:18,7.216,-73.671,14.2,1.1,NA,0.3,54.0,1.4,1.5,3.0,Tecto,Tecto,21-1256-17L.S201704,MLr_vmm,VMM
2017-05-04,12:19:00,7.379,-74.054,8.4,1.5,NA,0.6,84.0,2.2,2.6,5.0,Tecto,Tecto,04-1218-59L.S201705,MLr_vmm,VMM
2017-05-04,17:51:31,7.386,-74.053,17.8,1.4,NA,0.3,84.0,1.3,1.6,2.7,Tecto,Tecto,04-1751-30L.S201705,MLr_vmm,VMM
2017-05-21,06:35:17,7.205,-73.818,17.7,0.4,NA,0.3,187.0,2.9,2.0,4.4,Tecto,Tecto,21-0635-16L.S201705,MLr_vmm,VMM
2017-05-30,03:06:42,7.459,-73.79,13.9,0.8,NA,0.4,56.0,1.6,1.8,3.5,Tecto,Tecto,30-0306-41L.S201705,MLr_vmm,VMM
2017-06-01,16:16:54,7.11,-74.019,0.0,0.7,NA,0.3,155.0,1.9,2.1,5.9,Tecto,Tecto,01-1616-54L.S201706,MLr_vmm,VMM
2017-06-08,03:27:19,7.025,-73.913,2.0,1.1,NA,0.4,84.0,1.8,1.8,5.9,Tecto,Tecto,08-0327-19L.S201706,MLr_vmm,VMM
2017-06-08,08:48:55,7.191,-73.978,20.6,0.4,NA,0.2,109.0,1.5,1.6,6.8,Tecto,Tecto,08-0848-55L.S201706,MLr_vmm,VMM
2017-06-10,21:19:23,7.203,-74.099,2.9,0.9,NA,0.2,83.0,1.3,1.2,6.1,Tecto,Tecto,10-2119-22L.S201706,MLr_vmm,VMM
2017-06-18,10:37:48,7.331,-74.048,13.3,1.3,NA,0.3,79.0,1.5,1.6,4.6,Tecto,Tecto,18-1037-47L.S201706,MLr_vmm,VMM
2017-06-18,19:48:38,7.211,-74.109,0.6,0.7,NA,0.2,103.0,1.2,1.3,4.6,Tecto,Tecto,18-1948-38L.S201706,MLr_vmm,VMM
2017-06-20,06:41:22,7.121,-74.092,2.3,0.9,NA,0.3,84.0,1.7,1.5,5.9,Tecto,Tecto,20-0641-22L.S201706,MLr_vmm,VMM
2017-06-20,21:48:13,7.188,-73.81,16.4,0.9,NA,0.3,61.0,1.4,1.9,2.8,Tecto,Tecto,20-2148-12L.S201706,MLr_vmm,VMM
2017-07-18,06:06:57,7.082,-73.7,15.2,1.8,NA,0.2,160.0,2.7,2.5,2.4,Tecto,Tecto,18-0606-56L.S201707,MLr_vmm,VMM
2017-08-08,18:55:26,7.189,-74.04,10.0,0.9,NA,0.4,78.0,1.6,1.7,4.1,Tecto,Tecto,08-1850-00L.S201708,MLr_vmm,VMM
2017-09-14,16:55:43,7.244,-73.965,17.5,2.0,NA,0.7,60.0,2.2,3.2,4.6,Tecto,Tecto,14-1652-00L.S201709,MLr_vmm,VMM
2017-09-27,08:07:01,7.028,-73.97,20.0,0.5,NA,0.4,271.0,5.7,5.5,9.3,Tecto,Tecto,27-0800-00L.S201709,MLr_vmm,VMM
2017-10-02,04:22:18,7.248,-74.133,0.0,0.5,NA,0.3,220.0,4.0,1.8,6.8,Tecto,Tecto,02-0419-58L.S201710,MLr_vmm,VMM
2017-10-18,08:28:07,7.265,-73.996,6.5,0.5,NA,0.3,83.0,1.2,1.7,4.0,Tecto,Tecto,18-0822-39L.S201710,MLr_vmm,VMM
2017-10-27,08:50:23,7.042,-74.03,2.1,0.4,NA,0.3,80.0,1.3,1.4,5.3,Tecto,Tecto,27-0848-51L.S201710,MLr_vmm,VMM
2017-10-27,09:39:07,7.342,-74.131,0.5,0.7,NA,0.2,137.0,1.2,1.2,4.2,Tecto,Tecto,27-0937-10L.S201710,MLr_vmm,VMM
2017-10-27,09:40:40,7.353,-74.132,1.9,0.8,NA,0.3,136.0,1.6,1.7,5.1,Tecto,Tecto,27-0937-11L.S201710,MLr_vmm,VMM
2017-10-30,05:52:14,7.152,-73.928,14.5,0.4,NA,0.3,119.0,1.8,1.7,6.4,Tecto,Tecto,30-0545-59L.S201710,MLr_vmm,VMM
2017-11-01,02:28:27,7.21,-73.72,12.8,1.3,NA,0.7,62.0,2.8,3.0,6.4,Tecto,Tecto,01-0224-00L.S201711,MLr_vmm,VMM
2017-11-08,03:29:44,7.034,-73.91,0.0,0.3,NA,0.3,146.0,1.8,1.6,5.9,Tecto,Tecto,08-0327-00L.S201711,MLr_vmm,VMM
2017-11-12,11:10:57,7.294,-73.891,16.7,0.9,NA,0.6,76.0,2.8,3.8,5.1,Tecto,Tecto,12-1107-00L.S201711,MLr_vmm,VMM
2018-01-04,05:22:28,7.37,-74.089,0,0.9,CANTAGALLO - BOLÍVAR,0.3,97.0,0.8,0.8,3.0,SCP,gvalencia@proc4,SGC2018afxd,MLr_vmm,VMM
2018-01-09,08:32:23,7.154,-73.996,16.9,1.0,YONDÓ (CASABE) - ANTIOQUIA,0.2,137.0,0.5,0.5,1.3,SCP,rvmm,SGC2018apgy,MLr_vmm,VMM
2018-01-15,03:12:25,7.31,-74.102,13.1,1.0,CANTAGALLO - BOLÍVAR,0.4,87.0,0.7,0.7,2.9,SCP,sebastiang@proc4,SGC2018azvk,MLr_vmm,VMM
2018-01-23,07:39:34,7.095,-73.812,15.2,1.1,BARRANCABERMEJA - SANTANDER,0.4,107.0,0.8,0.8,2.9,SCP,rvmm,SGC2018bouf,MLr_vmm,VMM
2018-02-09,12:51:24,7.171,-74.011,6.1,1.0,YONDÓ (CASABE) - ANTIOQUIA,0.2,141.0,0.8,0.8,2.9,SCP,rvmm,SGC2018cugmf,MLr_vmm,VMM
2018-03-02,20:06:25,7.04,-73.889,9.1,1.0,YONDÓ (CASABE) - ANTIOQUIA,0.2,116.0,0.4,0.4,0.9,SCP,rvmm,SGC2018ehdz,MLr_vmm,VMM
2018-03-06,17:19:10,7.417,-73.755,16.9,1.8,SABANA DE TORRES - SANTANDER,0.5,66.0,0.7,0.7,1.0,SCP,rvmm,SGC2018eogm,MLr_vmm,VMM
2018-03-27,04:12:28,7.152,-73.948,5.9,1.4,YONDÓ (CASABE) - ANTIOQUIA,0.5,170.0,1.8,1.8,9.4,SCP,gvalencia@proc4,SGC2018fzqd,MLr_vmm,VMM
2018-04-15,05:10:07,7.153,-73.947,4.4,0.6,YONDÓ (CASABE) - ANTIOQUIA,0.1,129.0,0.4,0.4,1.0,SCP,rvmm,SGC2018hiko,MLr_vmm,VMM
2018-04-27,02:22:43,7.342,-73.803,16.7,0.8,PUERTO WILCHES - SANTANDER,0.3,118.0,1.3,1.3,2.7,SCP,rvmm,SGC2018ieegk,MLr_vmm,VMM
2018-06-01,11:37:37,7.101,-74.116,5.2,1.2,YONDÓ (CASABE) - ANTIOQUIA,0.5,154.0,0.9,0.9,2.3,SCP,rvmm,SGC2018kqtz,MLr_vmm,VMM
2018-06-19,23:13:28,7.14,-73.971,4.3,0.5,YONDÓ (CASABE) - ANTIOQUIA,0.3,132.0,1.1,1.1,3.3,SCP,rvmm,SGC2018lypsr,MLr_vmm,VMM
2018-06-20,23:13:15,7.07,-73.977,0.0,2.2,YONDÓ (CASABE) - ANTIOQUIA,0.6,131.0,0.9,0.9,2.3,SCP,rvmm,SGC2018majm,MLr_vmm,VMM
2018-06-29,18:44:18,7.199,-74.073,10.3,0.8,CANTAGALLO - BOLÍVAR,0.5,115.0,1.4,1.4,10.3,SCP,rvmm,SGC2018mqnzf,MLr_vmm,VMM
2018-07-02,18:15:02,7.455,-74.086,16.6,0.7,SAN PABLO - BOLÍVAR,0.5,120.0,1.1,1.1,2.7,SCP,rvmm,SGC2018mvzod,MLr_vmm,VMM
2018-07-03,03:47:14,7.144,-74.029,14.9,0.7,YONDÓ (CASABE) - ANTIOQUIA,0.2,143.0,0.8,0.8,6.0,SCP,rvmm,SGC2018mwqo,MLr_vmm,VMM
2018-07-05,18:55:04,7.2,-74.079,21.4,1.2,CANTAGALLO - BOLÍVAR,0.5,81.0,1.1,1.1,7.1,SCP,rvmm,SGC2018nbln,MLr_vmm,VMM
2018-07-06,03:06:41,7.177,-74.093,19.4,0.8,CANTAGALLO - BOLÍVAR,0.4,120.0,1.5,1.5,3.4,SCP,rvmm,SGC2018ncbu,MLr_vmm,VMM
2018-08-05,08:03:53,7.146,-73.879,11.0,1.2,BARRANCABERMEJA - SANTANDER,0.3,117.0,0.8,0.8,2.3,SCP,rvmm,SGC2018pfgq,MLr_vmm,VMM
2018-09-27,06:43:17,7.165,-74.102,15.6,0.6,CANTAGALLO - BOLÍVAR,0.1,201.0,0.7,0.7,2.1,SCP,rvmm,SGC2018sycjr,MLr_vmm,VMM
2018-09-29,10:33:33,7.256,-73.617,10.2,1.2,PUERTO WILCHES - SANTANDER,0.4,95.0,0.7,0.7,4.8,SCP,rvmm,SGC2018tbyf,MLr_vmm,VMM
